Institution,Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid () including VAT if charged,APC paid () excluding VAT,VAT (),Additional publication costs (),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in ,Amount of APC charged to RCUK OA fund (include VAT if charged) in ,Licence,Correct license applied,Problem-free open access publication,Notes
Royal Holloway,26/06/2014,K.Rastle,,,,10.1162/jocn_a_00730,K.Rastle,MIT Press,Journal of Cognitive Neuroscience,1530-8898,Journal Article/Review (Hybrid journal),Semantic advantage for learning new phonological form representations,27/02/2015,RCUK,,,ESRC,,,ES/L002264/1,,,22/04/2015,,,,,1559,1299.17,259.83,39.41,None,,1598.41,CC BY,Yes,Yes,
Royal Holloway,25/07/2014,R.Williams,,,,10.1124/jpet.114.218768,R.Williams,American Society for Pharmacology and Experimental Therapeutics,Journal of Pharmacology and Experimental  Therapeutics,1521-0103,Journal Article/Review (Hybrid journal),Seizure control by derivatives of medium chain fatty acids associated with the ketogenic diet show novel branching-point structure for enhanced potency,17/10/2014,RCUK,,,MRC,,,G0900775,,,02/01/2015,,,,,703.14,585.95,117.19,19.28,None,,722.42,,No,,
Royal Holloway,20/09/2014,K.Brickell,,,,10.1111/tran.12086,K.Brickell,Wiley,Transactions of the Institute of British Geographers,1475-5661,Journal Article/Review (Hybrid journal),Towards Intimate Geographies of Peace? Local Reconciliation of Domestic Violence in Cambodia,25/06/2015,RCUK,,,ESRC,,,ES/I033475/1,,,06/05/2015,,,,,1500,,,,Wiley Open Access Account - 25% discount,,1500,CC BY,Yes,Yes,
Royal Holloway,03/02/2015,A. Milner,,,,10.1186/s12302-015-0041-x,A.Milner,BioMed Central,Environmental Sciences Europe,2190-4715,Journal Article/Review (Full OA journal),How to increase the potential policy impact of environmental science research,29/03/2015,RCUK,,,NERC,,,NE/L008599/2,,,26/03/2015,,,,,894,,,,,,894,CC BY,Yes,Yes,
Royal Holloway,19/02/2015,M.Brown,,,,10.1186/s12864-015-1750-7,M.Brown,BioMed Central,BMC Genomics,1471-2164,Journal Article/Review (Full OA journal),RNA-sequencing elucidates the regulation of behavioural transitions associated with mating in honey bee queens,31/07/2015,RCUK,,,BBSRC,,,BB/J019453/1,,,07/06/2015,,,,,1704,,,,,,1704,CC BY,Yes,Yes,
Royal Holloway,20/07/2015,K.Rastle,,,,10.1037/a0039150,K.Rastle,American Psychological Association,Journal of Experimental Psychology: human perception and performance,1939-1277,Journal Article/Review (Hybrid journal),Processing differences across regular and irregular inflections revealed through ERPs,13/04/2015,RCUK,,,ESRC,,,ES/L002264/1 ,,,29/05/2015,,,,,612.79,,,,,,612.79,,No,,
Swansea University,25/11/2014,"Nagy, Daniel",Engineering,,,10.1109/TNANO.2014.2367095,Karol Kalna,IEEE,IEEE Transactions on Nanotechnology,1536-125x,,3D Finite element Monte Carlo simulations of scaled Si SOI FinFET with different cross sections,06/01/2015,RCUK,,,EPSRC,,,EP/I0100084/1,,,05/01/2015,1750,1750,0,USD,1153.63,,,0,,,,CC BY,Yes,No,Credit card payment  via OA team (scan)
Swansea University,02/12/2014,K Venkateswarlu,Medicine,PMC4344312,,10.1038/srep07410,K Venkateswarlu,Nature Publishing Group,Scientific Reports,2045-2322,Journal Article/Review (Full OA journal),The regions within the N-terminus critical for human glucagon like peptide -1 receptor (hGLP-1R) cell surface expression,15/12/2014,RCUK,,,BBSRC,,,"BB/C515455/2, BB/F017569/1, ",,,23/03/2015,1068,890,178,GBP,1068,,,0,,,,CC BY,Yes,No,Paid by cc by phone.Redone 31.3.15
Swansea University,11/12/2014,I.M.Sheldon,Medicine,PMC4396600,,10.1096/fj.14-265207,Ian Sheldon,Federation of American Societies for Experimental Biology,The FASEB Journal,1530-6860,Journal Article/Review (Hybrid journal),Protective role of the dynamin inhibito DYanasore against the cholesterol dependent cytolycin of Trueperella pyogenes,30/12/2014,RCUK,,,BBSRC,,,BB/K006592/1,,,03/01/2015,2500,2500,0,USD,1655.89,,,0,,,,,No,No,Fax credit card / Paywall issue 19.3.15 Now resolved
Swansea University,15/01/2015,Huw D.Summers,Engineering,,25572722,10.1002/cyto.a.22620,Huw D. Summers,Wiley,Cytometry Part A,1552-4922,Journal Article/Review (Hybrid journal),Poisson-event based analysis of Cell Proliferation,08/01/2015,RCUK,,,EPSRC,,,EP/H008683/1,,,15/01/2015,1500,1500,,GBP,1500,,,0,Prepayment,,,CC BY,Yes,No,Pre-pay account
Swansea University,16/01/2015,Leo Prakash,Engineering,,,10.1016/j.actamat.2014.12.033,D.G. Leo Prakash,Elsevier,Acta Materialia,1359-6454,Journal Article/Review (Hybrid journal),Microstructure and texture evolution during thermomechanical processing of ?-quenched Zr ,28/02/2015,RCUK,,,EPSRC,,,EP/I003290/1,,,16/01/2015,2872.87,2394.06,478.81,EUR,1867.5,,,0,,,,CC BY,Yes,Yes,Paid by cc via phone
Swansea University,23/01/2015,Kevin J. Flynn,Science,PMC4375859,25716793,10.1098/rspb.2014.2604 ,Kevin Flynn,Royal Society,Proceedings of the Royal Society B,0962-8452,Journal Article/Review (Hybrid journal),Ocean acidification with (de)eutrophication will alter future phytoplankton growth and succession ,25/02/2015,RCUK,,,NERC,,,NE/H01750X/1 ,,,23/01/2015,1920,1600,320,GBP,1920,,,0,,,,CC BY,Yes,Yes,Credit card online
Swansea University,02/02/2015,Daniel J. Curtis,Engineering,,,10.1016/j.jnnfm.2014.12.004,Daniel J. Curtis,Elsevier,Journal of Non-Newtonian Fluid Dynamics,0377-0257,Journal Article/Review (Hybrid journal),Assessment of the stress relaxation characteristics of critical gels formed under undirectional shear flow by controlled stress parallel superposition rheometry,24/01/2015,RCUK,,,EPSRC,,,EP/CS13037/1,,,03/02/2015,2394.06,1995.05,399.01,EUR,1867.5,,,0,,,,CC BY,Yes,Yes,Paid by cc via phone
Swansea University,02/02/2015,Siwan M. Davies,Science,,,10.1002/jqs.2766,Siwan M. Davies,Wiley,Journal of Quaternary Science ,1099-1417,Journal Article/Review (Hybrid journal),Cryptotephras: the revolution in correlation and precision dating,30/03/2015,RCUK,,,NERC,,,NE/F020600/1 ,,,02/02/2015,1500,1500,0,GBP,1500,,,0,Prepayment,,,CC BY,Yes,Yes,Wiley pre-pay account
Swansea University,02/02/2015,Shareen H. Doak,Medicine,,,10.1039/c4tx00175c ,Shareen H. Doak,Royal Society of Chemistry,Toxicology Research,2045-4538,Journal Article/Review (Hybrid journal),Quantum dot induced cellular perturbations involving varying toxicity pathways,06/01/2015,RCUK,,,EPSRC,,,EP/H008683/1,,,17/02/2015,1920,1600,320,GBP,1920,,,0,,,,CC BY,Yes,Yes,Credit card payment email- completed via link
Swansea University,11/02/2015,H. Thimbleby,Science,,,10.1109/TSE.2014.2383396,H.Thimbleby,IEEE,IEEE Transactions on Software Engineering,0098-5589,,Safer user interfaces: A case study in improving number entry,14/07/2015,RCUK,,,EPSRC,,,"EP/L019272, EP/K504002, EP/G059063",,,11/02/2015,1750,1750,0,USD,1174.39,,,0,,,,CC BY,Yes,Yes,Credit card payment email
Swansea University,16/02/2015,Daniel J. Curtis,Engineering,,4344313,10.3233/CH-151924,Daniel J. Curtis,IOS Press,Clinical Haemorheology and Microcirculation,1875-8622,,"Effects of undirectional flow shear stresses on the formation, fractal microstructure and rigidity of incipient whole blood clots and fibrin gels",,RCUK,,,EPSRC,,,"EP/C513037/1, EP/I019405/1",,,16/02/2015,900,900,0,EUR,689.45,,,0,,,,CC BY,Yes,No,Credit card payment email
Swansea University,16/02/2015,Suzanne Bevan,Science,,,10.1016/j.epsl.2015.01.031,Suzanne Bevan,Elsevier,Earth and Planetary Science Letters,0012-821X,Journal Article/Review (Hybrid journal),Seasonal dynamic thinning at Helheim Glacier ,09/02/2015,RCUK,,,NERC,,,NE/L005409 ,,,16/02/2015,2872.87,2394.06,478.81,EUR,2197.39,,,0,,,,CC BY,Yes,Yes,Credit card by phone
Swansea University,16/02/2015,Daniel J. Curtis,Engineering,,,10.1016/j.jnnfm.2015.01.003,Daniel J. Curtis,Elsevier,Journal of Non-Newtonian Fluid Dynamics,0377-0257,Journal Article/Review (Hybrid journal),Validation of Optimal Fourier Rheometry for rapidly gelling materials and its application in the study of Collagen gelation,24/01/2015,RCUK,,,EPSRC,,,"EP/C513037/1, EP/G061882/1, EP/I019405/1",,,16/02/2015,2394.06,1995.05,399.01,EUR,1831.17,,,0,,,,CC BY,Yes,Yes,Credit card by phone
Swansea University,17/02/2015,Shareen H. Doak,Medicine,PMC4372665,,10.1093/TOXSCI/KFV002,Shareen H. Doak,Oxford University Press,Toxological Sciences,1096-0929,Journal Article/Review (Hybrid journal),Cell type dependent changes in CdSe/ZnS quantum dot uptake and toxic endpoints ,19/01/2015,RCUK,,,EPSRC,,,EP/H008683/1 ,,,17/02/2015,2550,2125,425,GBP,2550,,,0,,,,CC BY,Yes,No,Paid by cc via phone
Swansea University,25/02/2015,Danielle L Christian,Medicine,PMC4381418,25886398,10.1186/s12889-015-1557-0,Danielle L. Christian,BioMed Central,BMC Public Health,1471-2458,Journal Article/Review (Full OA journal),Community Led Active Schools Programme (CLASP) exploring the implementation of health interventions in primary schools: Headteachers' perspectives ,12/03/2015,RCUK,,,MRC,,,MR/L501451/1,,,25/02/2015,1590,1325,265,GBP,1590,,,0,,,,CC BY,Yes,Yes,Credit card completed via link
Swansea University,02/03/2015,Ashrafunnesa Khanom,Medicine,PMC4364488,25881187,10.1186/s12889-015-1561-4,Ashrafunnesa Khanom,BioMed Central,BMP Public Health,1471-2458,Journal Article/Review (Full OA journal),Parental recommendations for population level interventions to support infant and family dietary choices: a qualitative study from the Growing up in Wales study. ,11/03/2015,RCUK,,,MRC,,,MR/K023233/1,,,02/03/2015,1650,1325,275,GBP,1650,,,0,,,,CC BY,Yes,No,Credit card payment email
Swansea University,02/03/2015,M.Blagrove,Human & Health Science,,25683202,10.1016/j.nlm.2015.01.009,M.Blagrove,Elsevier,Neurobiology of Learning and Memory,1074-7427,Journal Article/Review (Hybrid journal),"The Dream-Lag Effect: Selective Processing of Personally Significant Events During Rapid Eye Movement Sleep, but not During Slow Wave Sleep",13/02/2015,RCUK,,,ESRC,,,ES/I037555/1 ,,,02/03/2015,1755.64,1755.64,0,EUR,1317.26,,,0,,,,CC BY,Yes,Yes,Credit card by phone
Swansea University,02/03/2015,W.J. Griffiths,Medicine,PMC4503873,25668615,10.1016/j.steroids.2015.01.026,W.J.Griffiths,Elsevier,Steroids,0039-128X,Journal Article/Review (Hybrid journal),Cholesterol metabolites exported from human brain,07/02/2015,RCUK,,,BBSRC,,,BB/I001735/1 ,,,02/03/2015,2394.06,2394.06,0,EUR,1796.27,,,0,,,,CC BY,Yes,Yes,Credit card by phone
Swansea University,17/03/2015,T. Nikonovas,Science,,,10.5194/acpd-15-6445-2015,S. Doerr,Copernicus,Atmospheric Chemistry and Physics,1680-7316,,Smoke aerosol properties and ageing effects for Northern temperate and boreal regions derived from AERONET source and age attribution,05/03/2015,RCUK,,,NERC,,,NE4/K501177/1,,,17/03/2015,840,840,0,EUR,626.45,,,0,,,,CC BY,Yes,Yes,Credit card payment email
Swansea University,17/03/2015,I.Martin Sheldon,Medicine,,25740541,10.1095/?biolreprod.115.127936,I.Martin Sheldon,Society for the Study of Reproduction,Biology of Reproduction,1529-7268,,Polarized Epithelial Cells Secrete Interleukin 6 Apically in the Bovine Endometrium,04/03/2015,RCUK,,,BBSRC,,,BB/K006592/1,,,17/03/2015,1800,1800,0,EUR,1258.56,,,0,,,,CC BY,Yes,Yes,Credit card completed via link
Swansea University,23/03/2015,W.J. Griffiths,Medicine,PMC447131,25796527,10.1007/s00216-015-8609-2,W.J.Griffiths,Springer,Analytical and Bioanalytical Chemistry,1618-2650,Journal Article/Review (Hybrid journal),Revised sample preparation for the analysis of oxysterols by enzyme assisted derivatisation for sterol analysis (EADSA),22/03/2015,RCUK,,,BBSRC,,,BB/I001735/1,,,23/03/2015,2640,2200,440,EUR,2007.15,,,0,,,,CC BY,Yes,Yes,
Swansea University,25/03/2015,W.J. Griffiths,Medicine,PMC4503871,25759118,10.1016/j.steroids.2015.02.021,W.J.Griffiths,Elsevier,Steroids,0039-128X,Journal Article/Review (Hybrid journal),The oxysterol and cholestenoic acid profile of mouse cerebrospinal fluid,07/03/2015,RCUK,,,BBSRC,,,BB/I001735/1,,,25/03/2015,2657.7,2657.7,0,EUR,2008.85,,,0,,,,CC BY,Yes,Yes,Credit card by phone
Swansea University,26/03/2015,G.Preta,Medicine,PMC4396812,25889964,10.1186/s12964-015-0102-1,I.M. Sheldon,BioMed Central,Cell Communications and Signalling,1478-811X,Journal Article/Review (Full OA journal),Dynasore - not just a dynamin inhibitor ,10/04/2015,RCUK,,,BBSRC,,,BB/K006592/1,,,26/03/2015,1878,1565,313,GBP,1878,,,0,,,,CC BY,Yes,Yes,Credit card completed via link
Swansea University,26/03/2015,S.Shephard,Medicine,PMC4453061,25888688,10.1093/gbe/evv066,G.Meric,Oxford University Press,Genome Biology and Evolution,1759-6653,Journal Article/Review (Full OA journal),Ecological overlap and horizontal gene transfer in Staphylococcus aureus and Staphylococcus epidermidis ,16/04/2015,RCUK,,,MRC,,,MR/M501608/1,,,16/04/2015,1350,1125,225,GBP,1350,,,0,,,,CC BY,Yes,Yes,Credit card by phone
Swansea University,30/03/2015,Kiran Vijayan,Engineering,,,10.1016.j.ijmecsci.2015.03.001,M.I.Friswell,Elsevier,International Journal of Mechanical Sciences ,0020-7403,Journal Article/Review (Hybrid journal),Non-linear energy harvesting from coupled impacting beams ,14/03/2015,RCUK,,,EPSRC,,,EP/K003836,,,30/03/2015,3508.16,2923.47,584.69,EUR,2635.78,,,0,,,,CC BY,Yes,Yes,Credit card by phone
Swansea University,21/04/2015,Shang-Ming  Zhou,Medicine,PMC4431141,25968000,10.1136/bmjopen-2014-007447,Shang-Ming Zhou,BMJ Publishing Group,BMJ Open,2044-6055,Journal Article/Review (Full OA journal),Classification of accelerometer wear and non-wear events in seconds for monitoring free living physical activity,11/05/2015,RCUK,,,MRC,,,MR/L501451/1,,,21/04/2015,1620,1350,270,GBP,1620,,,0,,,,CC BY,Yes,Yes,CCCRightslink
Swansea University,23/04/2015,Caspian Johnson,Science,PMC4487562,26137307,10.1186/s40462-015-0040-y,Andrew King,BioMed Central,Movement Ecology,2051-3933,Journal Article/Review (Full OA journal),The ecological determinants of baboon troop movements at local and continental scales,01/07/2015,RCUK,,,NERC,,,NE/H016600/3,,,23/04/2015,1590,1370,265,GBP,1590,,,0,,,,CC BY,Yes,Yes,Credit card completed via link
Swansea University,08/05/2015,Tavi Murray,Science,,,10.1002/2015JF003531,Nick Selmes,Wiley,Journal of Geophysical Research: Earth Surface ,2169-9011,Journal Article/Review (Hybrid journal),"Dynamics of Glacier Calving at the Ungrounded Margin of Helheim Glacier, South-East Greenland ",01/06/2015,RCUK,,,NERC,,,NE/I007148/1,,,08/05/2015,1875,1875,0,GBP,1875,,,0,Prepayment,,,CC BY,Yes,Yes,Wiley Credit Account
Swansea University,08/05/2015,M.Rowan Brown,Engineering,,25797791,10.1088/0957-4484/26/15/155101 ,M.Rowan Brown,IOP Publishing,Nanotechnology,0957-4484,Journal Article/Review (Hybrid journal),Statistical prediction of nanoparticle delivery: from culture media to cell ,23/03/2015,RCUK,,,EPSRC,,,EP/M000621/1,,,08/05/2015,2040,1700,340,GBP,2040,,,0,,,,CC BY,Yes,Yes,Credit card payment email - completed via link
Swansea University,04/06/2015,P.D.Ledger,Engineering,,,10.1093/imamat/hxv015,P.D.Ledger,Oxford University Press,IMA Journal of Applied Mathematics ,1464-3634,Journal Article/Review (Hybrid journal),Characterising the shape and material properties of hidden targets from magnetic induction data ,26/06/2015,RCUK,,,EPSRC,,,EP/K039865/1,,,04/06/2015,2100,1750,350,GBP,2100,,,0,,,,CC BY,Yes,Yes,Credit card via phone
Swansea University,11/06/2015,Alex M.Lord,Engineering,,26042356,10.1021/nl503743t,A.M.Lord,American Chemical Society,Nano Letters,1530-6984,Journal Article/Review (Hybrid journal),Controlling the electrical transport properties of nanocontacts to nanowires,04/06/2015,RCUK,,,EPSRC,,,EP/K504002/1,,,16/06/2015,1158,1000,0,USD,665.83,,,102.00,,,,CC BY,Yes,No,Credit card CCC Rightslink
Swansea University,12/06/2015,I.Masters,Engineering,,,10.3390/en8065997,Matt Edmunds,MDPI,Energies,1996-1073,,Computational Fluid Dynamics and Visualisation of Coastal Flows in Tidal Channels supporting Ocean Energy Development ,18/06/2015,RCUK,,,EPSRC,,,"EP/I027912/1, EP/J010170/1, EP/J010200/1",,,16/06/2015,1150,1150,0,CHF,832.32,,,0,,,,CC BY,Yes,Yes,Credit card via invoice link
UCL,05/02/2014,,Maths,,,10.1007/s10665-014-9766-6,Jean-Marc Vanden-Broeck,Springer,Journal of Engineering Mathematics,,Journal Article/Review (Hybrid journal),A study of the effects of electric fields on two-dimensional inviscid nonlinear free surface flows generated by moving disturbances,2015,RCUK,,,EPSRC,,,EP/J019569/1,,,25/02/2015,2200,2200,,EUR,1936.19,,,,None,,1936.19,CC BY,,,
UCL,02/05/2014,,GEE,,,10.1186/s12862-015-0285-5,Anjali Goswami,BioMed Central,BMC Evolutionary Biology,1471-2148 ,Journal Article/Review (Full OA journal),Impact of the Terrestrial-Aquatic Transition on Disparity and Rates of Evolution in the Carnivoran Skull,,Institutional,,,,,,,,,03/02/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,13/05/2014,,Epidemiology & Public Health,,,,Aubrey Sheiham,BioMed Central,BMC Public Health,1471-2458,Journal Article/Review (Full OA journal),A reappraisal of the quantitative relationship between sugar intake and dental caries: the need for new criteria for developing goals for sugar intake,,Institutional,,,,,,,,,08/06/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,,,,
UCL,27/05/2014,,Genetics & Genomic Medicine,PMC4363456,,10.1186/s13104-015-0999-x,Miriam Schmidts,BioMed Central,BMC Research Notes,,Journal Article/Review (Full OA journal),A Reach-Out System for Video Microscopy Analysis of Ciliary motions aiding PCD diagnosis,,Institutional,,,,,,,,,07/03/2015,765,637.5,127.5,GBP,765,,,,Prepayment,,,CC BY,,,
UCL,09/06/2014,,Surgery and Interventional Science,,,,Darren Scroggie,BioMed Central,Annals of Surgical Innovation and Research,,Journal Article/Review (Full OA journal),Fluorescent imaging of the biliary tract during laparoscopic cholecystectomy,,Institutional,,,,,,,,,08/06/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,,,,
UCL,12/06/2014,,Primary Care,,,10.1186/s12913-015-0783-6,Fiona Stevenson,BioMed Central,BMC Health Services Research,1472-6963,Journal Article/Review (Full OA journal),The use of electronic patient records for medical research: conflicts and contradictions. A qualitative pilot study in primary care,,Institutional,,,,,,,,,30/03/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,12/06/2014,,Psychology & Language Sciences,,,10.1016/j.paid.2014.01.049,Alex Siegling,Elsevier,Personality and Individual Differences,,Journal Article/Review (Hybrid journal),Trait emotional intelligence and leadership in a European multinational company,2015,Institutional,,,,,,,,,04/02/2015,1599.42,1332.85,266.57,EUR,1281.08,,,,None,,,CC BY,,,
UCL,19/06/2014,,Psychiatry,,,,Angela Hassiotis,BioMed Central,BMC Psychiatry,,Journal Article/Review (Full OA journal),Clinical and cost effectiveness of staff training in Positive Behaviour Support (PBS) for treating challenging behaviour in adults with intellectual disability: a cluster randomised controlled trial,,Institutional,,,,,,,,,08/06/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,,,,
UCL,26/06/2014,,Surgery and Interventional Science,,,,Constantine Halkias,BioMed Central,BMC Research Notes,,Journal Article/Review (Full OA journal),Synchronous metastatic omental melanoma and colonic adenocarcinoma: a case report,,Institutional,,,,,,,,,02/04/2015,765,637.5,127.5,GBP,765,,,,Prepayment,,,CC BY,,,
UCL,26/06/2014,,Medical Physics and Bioengineering,,,10.1118/1.4915492,Paul Doolan,American Institute of Physics,Medical Physics,,Journal Article/Review (Hybrid journal),Dose ratio proton radiography on the proximal side of the Bragg peak,,RCUK,,,EPSRC,,,,,,18/03/2015,2500,2500,,USD,1989.49,,,,None,,1989.49,CC BY,,,
UCL,27/06/2014,,Inflammation,PMC4118831,,10.1107/S1399004714013455,Stephen Paul Wood,International Union of Crystallography,Acta Crystallographica Section D,1399-0047,Journal Article/Review (Hybrid journal),"Interaction of serum amyloid P component with hexanoyl bis D proline, CPHPC",2015,RCUK,,,MRC,,,,,,28/01/2015,1200,1000,200,USD,790.11,,,,None,,790.11,CC BY,,,
UCL,30/06/2014,,Security and Crime Science,,,10.1037/lhb0000102,Paul Gill,American Psychological Association,Law and Human Behavior,,Journal Article/Review,A false dichotomy? Mental illness and lone-actor terrorism,,Institutional,,,,,,,,,03/02/2015,3000,3000,,USD,2395.74,,,,None,,,,,,
UCL,02/07/2014,,Medical Education,,,10.1186/s12909-015-0326-1,Edward Fitzgerald,BioMed Central,BMC Medical Education,,Journal Article/Review (Full OA journal),Promoting Research and Audit at Medical School: Evaluating the Educational Impact of Participation in a Student-Led National Cohort Study,,Institutional,,,,,,,,,13/03/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,03/07/2014,,Centre for Nephrology,,,10.1186/s12882-015-0010-z,Andrew Davenport,BioMed Central,BMC Nephrology,,Journal Article/Review (Full OA journal),The prevalence of occult hepatitis B virus infection in a large multiethnic haemodialysis cohort,,Institutional,,,,,,,,,06/02/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,10/07/2014,,Centre for Advanced Spatial Analysis,,,10.1186/s40649-014-0009-9,Dror Fidler,Springer,Computational Social Networks,,Journal Article/Review (Full OA journal),Power and loyalty defined by proximity to influential relations,2015,RCUK,,,EPSRC,,,"SPACE programme, grant EP/G02619X/1",,,23/02/2015,678.03,565.25,113.05,GBP,678.03,,,,Prepayment,,678.03,CC BY,,,
UCL,14/07/2014,,ICH,PMC4392477,,10.1186/s13075-015-0545-1,Despina Eleftheriou,BioMed Central,Arthritis Research and Therapy,,Journal Article/Review (Full OA journal),Takayasu arteritis in childhood: retrospective experience from a tertiary referral centre in the UK,,COAF,,,Arthritis Research UK,,,,20164,,25/02/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,1351.5,,CC BY,,,
UCL,16/07/2014,,Mechanical Engineering,,,10.1021/la502181g,Mohan Edirisinghe,American Chemical Society,Langmuir,0743-7463,Journal Article/Review (Hybrid journal),Formation of protein and protein-gold nanoparticle stabilised microbubbles by pressurised gyration,,RCUK,,,EPSRC,,,,,,28/01/2015,4000,4000,,USD,3169.8,,,,None,,3169.8,CC BY,,,
UCL,29/07/2014,,IWH,PMC4367890,,10.1186/s12889-015-1609-5,Usha Menon,BioMed Central,BMC Public Health,1471-2458,Journal Article/Review (Full OA journal),Socioeconomic indicators of health inequalities and female mortality: a nested cohort study within the United Kingdom Collaborative Trial of Ovarian Cancer Screening (UKCTOCS),,RCUK,COAF,,MRC,Cancer Research UK,,,,,16/03/2015,1350.51,1126.25,225.25,GBP,1350.51,,,,Prepayment,675.26,675.26,CC BY,,,
UCL,30/07/2014,,Nephrology,PMC4364077,,10.1186/s12864-015-1360-4,Adam Levine,BioMed Central,BMC Genomics,1471-2164,Journal Article/Review (Full OA journal),Combinatorial Conflicting Homozygosity (CCH) analysis enables the rapid identification of genetic linkage in the presence of multiple phenocopies,,RCUK,,,MRC,,,Clinician Scientist Fellowship,,,10/03/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,1351.5,CC BY,,,
UCL,31/07/2014,,Epidemiology and Public Health,,,10.2217/bmm.14.78,Sarah Jackson,Future Medicine (Future Science Group),Biomarkers in Medicine,,Journal Article/Review,Four-year stability of anthropometric and cardio-metabolic parameters in a prospective cohort of older adults,2015,COAF,,,Cancer Research UK,,,,,,29/01/2015,2040,1700,340,GBP,2040,,,,None,2040,,CC BY,,,
UCL,31/07/2014,,Applied Biomedical Engineering Group,,,10.2217/rme.14.56,Nina Parmar,Future Medicine (Future Science Group),Regenerative Medicine,,Journal Article/Review,Prospective Regenerative Medicine Therapies for Obstetric Trauma-Induced Fecal Incontinence,2015,Institutional,,,,,,,,,12/01/2015,2040,2040,,GBP,2040,,,,None,,,CC BY-NC,,,
UCL,04/08/2014,,Royal Free,,,10.1107/S1399004714015053,Jon Cooper,International Union of Crystallography,Acta Crystallographica Section D,1399-0047,Journal Article/Review (Hybrid journal),"Structure of the 2,40-dihydroxyacetophenone dioxygenase from Alcaligenes sp. 4HAP",2015,Institutional,,,,,,,,,28/01/2015,1000,1000,,USD,658.43,,,,None,,,CC BY,,,
UCL,08/08/2014,,ICH,PMC4248450,,10.1212/WNL.0000000000001025,Francesco Muntoni,"Wolters Kluwer (inc Lippincott, Williams and Wilkins)",Neurology,0028-3878,Journal Article/Review (Hybrid journal),Dystrophin quantification: biological and translational research implications,2015,COAF,,,Wellcome Trust,,,,,,28/01/2015,3800,3800,,USD,3002.44,,,,None,3002.44,,CC BY,,,
UCL,11/08/2014,,Primary Care,,,10.1186/s12910-015-0004-1,Fiona Stevenson,BioMed Central,BMC Medical Ethics,,Journal Article/Review (Full OA journal),Reconsidering 'ethics' and 'quality' in healthcare research: the case for an iterative ethical paradigm,,Institutional,,,,,,,,,08/05/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,14/08/2014,,Rheumatology,PMC4365552,,10.1186/s13075-015-0568-7,Anisur Rahman,BioMed Central,Arthritis Research and Therapy,,Journal Article/Review (Full OA journal),Anti-factor xa antibodies in patients with antiphospholipid syndrome and their effects upon coagulation assays,,Institutional,,,,,,,,,07/03/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,,,CC BY,,,
UCL,19/08/2014,,ICH,PMC4157146,,10.1016/j.ajhg.2014.08.005,Hannah Mitchison,Elsevier,American Journal of Human Genetics,0002-9297,Journal Article/Review (Hybrid journal),CCDC151 mutations cause Primary Ciliary Dyskinesia by disruption of the Outer Dynein Arm docking complex formation,2015,COAF,,,Wellcome Trust,,,,WT091310,,04/02/2015,2191.38,2191.38,,EUR,1653.76,,,,None,1653.76,,CC BY-NC-ND,,,
UCL,22/08/2014,,Medical Physics & Biomedical Engineering,,,,Matthias Ehrhardt,IOP Publishing,Inverse Problems,0266-5611,Journal Article/Review (Hybrid journal),Joint reconstruction of PET-MRI by exploiting structural similarity,2015,RCUK,,,EPSRC,,,,,,23/04/2015,1530,1530,,GBP,1530,,,,None,,1530,,,,
UCL,26/08/2014,,Institute for Global Health,PMC4299571,,10.1186/s12962-014-0028-2,Tim Colbourn,BioMed Central,Cost Effectiveness and Resource Allocation,,Journal Article/Review (Full OA journal),Cost-effectiveness and affordability of community mobilisation through women's groups and quality improvement in health facilities (MaiKhanda trial) in Malawi,,COAF,,,Wellcome Trust,,,,085417MA/Z/08/Z,,09/01/2015,1351.5,1126.25,225.25,GBP,1351.5,,,,Prepayment,1351.5,,CC BY,,,
